order_id,customer_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,first_order_flag,basket_size,unique_aisles,unique_departments,reordered_items,new_to_customer_items,reorder_share,new_to_customer_share,avg_add_to_cart_order,max_add_to_cart_order
23806,187152,13,1,10,7.0,0,4,2,1,2,2,0.5,0.5,2.5,4
23807,145890,10,0,17,3.0,0,13,10,7,4,9,0.3076923076923077,0.6923076923076923,7.0,13
23808,15985,16,4,7,7.0,0,1,1,1,1,0,1.0,0.0,1.0,1
23809,160122,1,6,12,,1,11,6,5,0,11,0.0,1.0,6.0,11
23810,201382,1,2,13,,1,13,11,6,0,13,0.0,1.0,7.0,13
23811,113592,9,5,11,7.0,0,14,8,4,14,0,1.0,0.0,7.5,14
23812,3412,54,0,10,11.0,0,5,4,4,5,0,1.0,0.0,3.0,5
23814,4118,3,6,12,11.0,0,17,17,11,11,6,0.6470588235294118,0.35294117647058826,9.0,17
23815,205907,6,3,16,26.0,0,9,5,5,4,5,0.4444444444444444,0.5555555555555556,5.0,9
23816,54571,18,3,10,15.0,0,14,12,9,9,5,0.6428571428571429,0.35714285714285715,7.5,14
23817,8212,11,3,18,3.0,0,6,6,5,5,1,0.8333333333333334,0.16666666666666666,3.5,6
23818,21633,30,1,9,11.0,0,1,1,1,0,1,0.0,1.0,1.0,1
23819,65220,24,5,15,3.0,0,13,7,6,8,5,0.6153846153846154,0.38461538461538464,7.0,13
23820,47416,10,1,11,28.0,0,23,19,10,9,14,0.391304347826087,0.6086956521739131,12.0,23
23821,104649,4,0,14,7.0,0,23,16,10,8,15,0.34782608695652173,0.6521739130434783,12.0,23
23822,126025,5,5,6,18.0,0,1,1,1,1,0,1.0,0.0,1.0,1
23823,152274,5,5,13,9.0,0,6,5,2,4,2,0.6666666666666666,0.3333333333333333,3.5,6
23824,59834,17,2,17,21.0,0,6,6,3,2,4,0.3333333333333333,0.6666666666666666,3.5,6
23825,15142,2,6,17,4.0,0,19,14,10,0,19,0.0,1.0,10.0,19
23826,99132,5,5,17,8.0,0,14,10,7,6,8,0.42857142857142855,0.5714285714285714,7.5,14
23827,57051,20,6,13,8.0,0,13,6,3,12,1,0.9230769230769231,0.07692307692307693,7.0,13
23828,229,8,3,9,7.0,0,11,4,3,9,2,0.8181818181818182,0.18181818181818182,6.0,11
23829,194236,5,1,8,10.0,0,8,8,6,5,3,0.625,0.375,4.5,8
23830,175687,10,1,13,16.0,0,5,4,4,2,3,0.4,0.6,3.0,5
23831,116053,11,6,13,1.0,0,5,5,5,2,3,0.4,0.6,3.0,5
23832,45139,1,0,15,,1,12,8,5,0,12,0.0,1.0,6.5,12
23833,99326,3,0,11,30.0,0,17,10,8,5,12,0.29411764705882354,0.7058823529411765,9.0,17
23834,118608,13,5,16,1.0,0,3,3,3,3,0,1.0,0.0,2.0,3
23835,19276,30,2,18,6.0,0,3,3,2,3,0,1.0,0.0,2.0,3
23836,62526,2,5,11,30.0,0,3,2,2,2,1,0.6666666666666666,0.3333333333333333,2.0,3
23837,10314,9,6,11,27.0,0,3,3,1,2,1,0.6666666666666666,0.3333333333333333,2.0,3
23838,122582,2,5,0,30.0,0,1,1,1,0,1,0.0,1.0,1.0,1
23839,169528,6,0,19,30.0,0,2,2,2,2,0,1.0,0.0,1.5,2
23841,45348,3,3,14,30.0,0,2,2,2,0,2,0.0,1.0,1.5,2
23842,96177,1,4,16,,1,28,19,9,0,28,0.0,1.0,14.5,28
23843,67718,5,4,20,4.0,0,8,8,6,2,6,0.25,0.75,4.5,8
23844,9158,88,1,21,2.0,0,3,3,3,3,0,1.0,0.0,2.0,3
23845,105028,16,0,18,7.0,0,9,8,6,9,0,1.0,0.0,5.0,9
23846,179440,12,6,14,21.0,0,9,6,4,6,3,0.6666666666666666,0.3333333333333333,5.0,9
23847,46193,13,3,21,7.0,0,3,3,2,2,1,0.6666666666666666,0.3333333333333333,2.0,3
23849,70994,3,4,16,7.0,0,1,1,1,0,1,0.0,1.0,1.0,1
23850,159549,39,1,14,0.0,0,4,4,4,2,2,0.5,0.5,2.5,4
23851,66669,5,6,18,3.0,0,15,11,6,2,13,0.13333333333333333,0.8666666666666667,8.0,15
23852,205568,3,6,10,30.0,0,3,3,3,2,1,0.6666666666666666,0.3333333333333333,2.0,3
23853,119078,27,2,11,2.0,0,4,3,3,3,1,0.75,0.25,2.5,4
23855,105312,2,0,10,11.0,0,3,3,1,2,1,0.6666666666666666,0.3333333333333333,2.0,3
23856,69610,14,2,10,13.0,0,12,6,2,8,4,0.6666666666666666,0.3333333333333333,6.5,12
23857,160186,2,1,10,30.0,0,10,9,7,0,10,0.0,1.0,5.5,10
23858,166441,13,2,9,3.0,0,16,9,6,8,8,0.5,0.5,8.5,16
23859,119388,3,6,14,9.0,0,12,8,7,0,12,0.0,1.0,6.5,12
23860,120414,2,6,15,10.0,0,12,7,4,4,8,0.3333333333333333,0.6666666666666666,6.5,12
23861,114146,8,2,10,15.0,0,24,12,7,19,5,0.7916666666666666,0.20833333333333334,12.5,24
23862,13107,16,5,11,1.0,0,9,8,5,8,1,0.8888888888888888,0.1111111111111111,5.0,9
23863,108031,41,4,11,3.0,0,27,13,7,27,0,1.0,0.0,14.0,27
23864,152352,1,0,13,,1,1,1,1,0,1,0.0,1.0,1.0,1
23865,185055,3,0,9,27.0,0,11,8,6,2,9,0.18181818181818182,0.8181818181818182,6.0,11
23866,164103,11,4,14,14.0,0,11,7,4,8,3,0.7272727272727273,0.2727272727272727,6.0,11
23867,81716,2,0,9,14.0,0,5,5,3,3,2,0.6,0.4,3.0,5
23868,155716,2,5,10,26.0,0,7,3,3,3,4,0.42857142857142855,0.5714285714285714,4.0,7
23869,155491,3,2,10,30.0,0,4,3,2,4,0,1.0,0.0,2.5,4
23871,167190,5,6,16,13.0,0,30,17,12,14,16,0.4666666666666667,0.5333333333333333,15.5,30
23872,144359,2,0,17,23.0,0,6,5,5,0,6,0.0,1.0,3.5,6
23874,150696,9,3,11,5.0,0,14,12,8,5,9,0.35714285714285715,0.6428571428571429,7.5,14
23875,128550,20,2,15,7.0,0,1,1,1,0,1,0.0,1.0,1.0,1
23876,58700,7,3,9,9.0,0,5,5,2,3,2,0.6,0.4,3.0,5
23878,109519,14,3,13,17.0,0,20,11,7,16,4,0.8,0.2,10.5,20
23879,81119,29,0,14,7.0,0,15,12,8,12,3,0.8,0.2,8.0,15
23880,124243,7,4,15,9.0,0,3,3,3,3,0,1.0,0.0,2.0,3
23881,130169,10,0,12,29.0,0,8,6,4,5,3,0.625,0.375,4.5,8
23882,5598,5,4,15,9.0,0,10,5,3,7,3,0.7,0.3,5.5,10
23883,62399,45,3,15,4.0,0,9,9,6,7,2,0.7777777777777778,0.2222222222222222,5.0,9
23884,1719,13,0,14,30.0,0,11,8,4,11,0,1.0,0.0,6.0,11
23885,114084,9,5,10,6.0,0,16,12,6,13,3,0.8125,0.1875,8.5,16
23888,161033,23,2,10,12.0,0,3,3,2,3,0,1.0,0.0,2.0,3
23889,184824,6,0,10,30.0,0,9,5,4,2,7,0.2222222222222222,0.7777777777777778,5.0,9
23890,409,64,5,15,2.0,0,4,3,3,2,2,0.5,0.5,2.5,4
23891,91050,3,3,13,12.0,0,9,9,6,3,6,0.3333333333333333,0.6666666666666666,5.0,9
23892,168958,19,6,14,3.0,0,15,11,5,8,7,0.5333333333333333,0.4666666666666667,8.0,15
23893,6682,2,6,10,16.0,0,16,14,11,16,0,1.0,0.0,8.5,16
23894,126207,2,6,15,7.0,0,17,14,7,4,13,0.23529411764705882,0.7647058823529411,9.0,17
23895,108739,1,6,23,,1,14,10,4,0,14,0.0,1.0,7.5,14
23896,39752,24,3,16,5.0,0,5,5,5,4,1,0.8,0.2,3.0,5
23897,127663,20,5,22,4.0,0,16,11,9,6,10,0.375,0.625,8.5,16
23898,151124,24,4,19,5.0,0,8,6,5,8,0,1.0,0.0,4.5,8
23899,181804,6,2,11,5.0,0,25,14,9,11,14,0.44,0.56,13.0,25
23900,41580,34,3,11,9.0,0,10,6,5,10,0,1.0,0.0,5.5,10
23901,2776,3,1,13,16.0,0,19,14,8,10,9,0.5263157894736842,0.47368421052631576,10.0,19
23902,16647,4,2,7,7.0,0,14,12,8,8,6,0.5714285714285714,0.42857142857142855,7.5,14
23903,17390,2,1,18,30.0,0,16,11,6,2,14,0.125,0.875,8.5,16
23904,88363,4,5,19,15.0,0,8,6,4,8,0,1.0,0.0,4.5,8
23905,413,8,6,9,7.0,0,10,8,6,6,4,0.6,0.4,5.5,10
23907,203060,9,6,12,12.0,0,6,6,3,6,0,1.0,0.0,3.5,6
23908,33786,2,3,13,4.0,0,10,8,6,1,9,0.1,0.9,5.5,10
23909,119426,5,1,12,5.0,0,2,2,2,2,0,1.0,0.0,1.5,2
23911,5000,16,6,11,4.0,0,3,2,1,3,0,1.0,0.0,2.0,3
23912,67559,29,1,6,3.0,0,2,1,1,2,0,1.0,0.0,1.5,2
23913,123765,18,3,10,7.0,0,8,4,2,1,7,0.125,0.875,4.5,8
23914,181057,3,5,17,4.0,0,4,4,3,1,3,0.25,0.75,2.5,4
23915,168324,2,5,14,25.0,0,2,2,1,0,2,0.0,1.0,1.5,2
23916,197808,4,3,15,13.0,0,5,4,4,2,3,0.4,0.6,3.0,5
23917,193243,4,6,10,13.0,0,15,13,10,9,6,0.6,0.4,8.0,15
23918,6803,23,6,10,5.0,0,4,2,2,3,1,0.75,0.25,2.5,4
23919,3773,6,5,12,23.0,0,11,7,5,4,7,0.36363636363636365,0.6363636363636364,6.0,11
23920,21651,40,2,14,5.0,0,26,15,9,26,0,1.0,0.0,13.5,26
23921,184708,2,6,19,14.0,0,5,4,3,5,0,1.0,0.0,3.0,5
23922,17698,25,3,13,2.0,0,16,9,5,6,10,0.375,0.625,8.5,16
23923,138387,8,0,13,1.0,0,13,12,8,11,2,0.8461538461538461,0.15384615384615385,7.0,13
23924,183362,3,0,12,6.0,0,7,4,3,2,5,0.2857142857142857,0.7142857142857143,4.0,7
23925,2131,6,1,14,10.0,0,15,12,7,11,4,0.7333333333333333,0.26666666666666666,8.0,15
23926,94028,11,2,6,13.0,0,3,3,2,0,3,0.0,1.0,2.0,3
23927,103770,10,6,8,14.0,0,13,10,7,6,7,0.46153846153846156,0.5384615384615384,7.0,13
23928,46457,4,6,15,21.0,0,26,20,9,9,17,0.34615384615384615,0.6538461538461539,13.5,26
23929,151845,31,5,10,5.0,0,8,7,6,4,4,0.5,0.5,4.5,8
23930,102124,3,0,16,29.0,0,2,2,1,1,1,0.5,0.5,1.5,2
23931,110273,19,6,15,6.0,0,7,6,3,2,5,0.2857142857142857,0.7142857142857143,4.0,7
23932,54279,26,0,14,7.0,0,2,2,2,2,0,1.0,0.0,1.5,2
23933,194520,34,0,15,10.0,0,6,6,6,3,3,0.5,0.5,3.5,6
23934,33788,6,4,14,14.0,0,16,9,7,5,11,0.3125,0.6875,8.5,16
23935,65966,8,5,20,0.0,0,2,2,1,1,1,0.5,0.5,1.5,2
23936,133483,5,2,7,21.0,0,2,2,2,2,0,1.0,0.0,1.5,2
23937,158486,5,4,14,30.0,0,8,6,3,7,1,0.875,0.125,4.5,8
23938,62844,5,6,16,9.0,0,8,7,3,4,4,0.5,0.5,4.5,8
23939,47606,10,0,11,5.0,0,22,13,7,7,15,0.3181818181818182,0.6818181818181818,11.5,22
23940,191542,1,3,10,,1,11,7,6,0,11,0.0,1.0,6.0,11
23941,179689,2,0,9,30.0,0,17,12,7,1,16,0.058823529411764705,0.9411764705882353,9.0,17
23942,161246,12,6,17,30.0,0,2,2,2,1,1,0.5,0.5,1.5,2
23943,93520,3,5,15,14.0,0,24,14,9,18,6,0.75,0.25,12.5,24
23944,52340,67,6,16,1.0,0,7,6,5,3,4,0.42857142857142855,0.5714285714285714,4.0,7
23945,66031,10,0,10,5.0,0,23,15,10,12,11,0.5217391304347826,0.4782608695652174,12.0,23
23946,160922,6,2,8,20.0,0,13,11,7,11,2,0.8461538461538461,0.15384615384615385,7.0,13
23947,149785,16,3,15,11.0,0,12,5,4,6,6,0.5,0.5,6.5,12
23948,8865,5,3,17,30.0,0,34,20,13,22,12,0.6470588235294118,0.35294117647058826,17.5,34
23949,54492,7,4,19,30.0,0,18,12,7,6,12,0.3333333333333333,0.6666666666666666,9.5,18
23950,124677,5,3,0,7.0,0,23,20,10,15,8,0.6521739130434783,0.34782608695652173,12.0,23
23951,195765,9,2,10,8.0,0,23,10,6,13,10,0.5652173913043478,0.43478260869565216,12.0,23
23952,14941,35,4,14,10.0,0,12,7,3,12,0,1.0,0.0,6.5,12
23953,24531,89,2,16,2.0,0,5,4,4,5,0,1.0,0.0,3.0,5
23954,30138,5,0,8,2.0,0,3,3,3,1,2,0.3333333333333333,0.6666666666666666,2.0,3
23955,189180,2,0,9,8.0,0,8,8,7,0,8,0.0,1.0,4.5,8
23956,168528,47,5,10,9.0,0,17,14,7,16,1,0.9411764705882353,0.058823529411764705,9.0,17
23957,36811,60,6,6,8.0,0,22,16,6,19,3,0.8636363636363636,0.13636363636363635,11.5,22
23958,125833,12,3,15,1.0,0,8,7,7,6,2,0.75,0.25,4.5,8
23959,75852,11,2,13,30.0,0,10,8,4,10,0,1.0,0.0,5.5,10
23961,157976,7,0,11,19.0,0,1,1,1,1,0,1.0,0.0,1.0,1
23962,127049,71,3,9,8.0,0,20,11,7,17,3,0.85,0.15,10.5,20
23963,139627,3,1,16,11.0,0,6,6,6,3,3,0.5,0.5,3.5,6
23964,152534,8,0,12,7.0,0,13,7,6,9,4,0.6923076923076923,0.3076923076923077,7.0,13
23965,36600,9,5,14,30.0,0,15,13,9,4,11,0.26666666666666666,0.7333333333333333,8.0,15
23966,68207,2,1,10,12.0,0,5,4,3,3,2,0.6,0.4,3.0,5
23967,149909,51,4,16,2.0,0,8,7,5,7,1,0.875,0.125,4.5,8
23968,16442,3,3,10,2.0,0,4,4,4,0,4,0.0,1.0,2.5,4
23969,43650,4,4,10,8.0,0,6,3,1,6,0,1.0,0.0,3.5,6
23970,115365,5,3,14,20.0,0,8,6,4,8,0,1.0,0.0,4.5,8
23971,22817,4,1,9,8.0,0,10,8,5,0,10,0.0,1.0,5.5,10
23972,22580,34,2,12,9.0,0,3,3,3,3,0,1.0,0.0,2.0,3
23973,203513,33,2,9,7.0,0,12,8,7,8,4,0.6666666666666666,0.3333333333333333,6.5,12
23974,105356,1,5,21,,1,9,8,6,0,9,0.0,1.0,5.0,9
23975,24116,6,4,10,17.0,0,10,9,5,7,3,0.7,0.3,5.5,10
23976,13801,15,6,17,6.0,0,6,5,5,3,3,0.5,0.5,3.5,6
23977,17403,3,0,16,30.0,0,2,2,2,1,1,0.5,0.5,1.5,2
23979,141692,13,5,11,30.0,0,8,5,3,6,2,0.75,0.25,4.5,8
23980,179334,6,2,13,2.0,0,10,6,4,1,9,0.1,0.9,5.5,10
23981,95283,1,1,17,,1,11,10,7,0,11,0.0,1.0,6.0,11
23982,93105,7,5,11,7.0,0,5,3,1,4,1,0.8,0.2,3.0,5
23983,84915,4,6,14,30.0,0,57,25,11,33,24,0.5789473684210527,0.42105263157894735,29.0,57
23984,41970,9,6,18,7.0,0,6,6,6,2,4,0.3333333333333333,0.6666666666666666,3.5,6
23985,149093,40,4,8,7.0,0,5,3,2,4,1,0.8,0.2,3.0,5
23986,151930,56,5,19,4.0,0,6,5,5,5,1,0.8333333333333334,0.16666666666666666,3.5,6
23987,133688,1,4,18,,1,4,4,3,0,4,0.0,1.0,2.5,4
23988,85918,7,6,3,30.0,0,15,13,8,14,1,0.9333333333333333,0.06666666666666667,8.0,15
23989,127862,2,0,16,7.0,0,4,4,3,1,3,0.25,0.75,2.5,4
23990,29713,48,4,21,8.0,0,23,17,11,23,0,1.0,0.0,12.0,23
23991,148433,4,5,11,2.0,0,6,6,3,2,4,0.3333333333333333,0.6666666666666666,3.5,6
23992,64574,1,3,18,,1,8,6,5,0,8,0.0,1.0,4.5,8
23994,14832,3,0,19,16.0,0,9,6,4,4,5,0.4444444444444444,0.5555555555555556,5.0,9
23995,123914,10,3,12,10.0,0,4,2,1,4,0,1.0,0.0,2.5,4
23996,165728,1,1,13,,1,6,5,3,0,6,0.0,1.0,3.5,6
23997,6852,4,5,9,9.0,0,1,1,1,0,1,0.0,1.0,1.0,1
23998,188442,3,1,11,11.0,0,18,12,8,4,14,0.2222222222222222,0.7777777777777778,9.5,18
23999,5400,29,1,17,6.0,0,6,5,4,5,1,0.8333333333333334,0.16666666666666666,3.5,6
24000,40822,60,6,11,6.0,0,11,10,6,11,0,1.0,0.0,6.0,11
24001,140773,4,0,7,21.0,0,4,4,4,1,3,0.25,0.75,2.5,4
24002,169398,37,4,12,8.0,0,4,4,3,4,0,1.0,0.0,2.5,4
24003,101741,10,5,23,9.0,0,8,7,4,0,8,0.0,1.0,4.5,8
24004,143158,19,1,14,11.0,0,2,2,2,2,0,1.0,0.0,1.5,2
24005,153996,63,5,9,3.0,0,2,2,2,2,0,1.0,0.0,1.5,2
24006,116536,17,4,11,14.0,0,9,9,4,8,1,0.8888888888888888,0.1111111111111111,5.0,9
24007,173512,5,2,14,30.0,0,10,7,4,8,2,0.8,0.2,5.5,10
24008,119706,26,3,9,5.0,0,1,1,1,1,0,1.0,0.0,1.0,1
24009,27036,76,5,15,2.0,0,3,2,2,1,2,0.3333333333333333,0.6666666666666666,2.0,3
24010,5588,6,4,11,0.0,0,21,13,7,20,1,0.9523809523809523,0.047619047619047616,11.0,21
24011,129537,4,2,12,30.0,0,14,11,6,4,10,0.2857142857142857,0.7142857142857143,7.5,14
24012,84047,61,6,8,3.0,0,16,12,5,15,1,0.9375,0.0625,8.5,16
24013,192025,12,4,16,2.0,0,27,17,11,12,15,0.4444444444444444,0.5555555555555556,14.0,27
24014,166747,3,4,11,4.0,0,17,12,5,7,10,0.4117647058823529,0.5882352941176471,9.0,17
24015,2808,9,4,14,5.0,0,3,2,2,3,0,1.0,0.0,2.0,3
24016,86404,55,0,15,15.0,0,10,8,6,6,4,0.6,0.4,5.5,10
24017,135777,10,6,14,6.0,0,6,4,3,6,0,1.0,0.0,3.5,6
24018,30189,1,1,14,,1,8,8,4,0,8,0.0,1.0,4.5,8
24019,172917,8,2,9,15.0,0,5,3,3,3,2,0.6,0.4,3.0,5
24020,69181,2,1,14,0.0,0,6,5,5,1,5,0.16666666666666666,0.8333333333333334,3.5,6
24021,201300,14,1,11,8.0,0,15,12,7,13,2,0.8666666666666667,0.13333333333333333,8.0,15
24022,189777,36,0,15,5.0,0,3,3,2,3,0,1.0,0.0,2.0,3
24023,206165,6,0,18,9.0,0,9,8,6,9,0,1.0,0.0,5.0,9
24024,170008,16,2,19,30.0,0,13,8,5,7,6,0.5384615384615384,0.46153846153846156,7.0,13
24025,130630,8,4,12,20.0,0,4,3,2,2,2,0.5,0.5,2.5,4
24026,165813,81,6,14,2.0,0,24,19,7,24,0,1.0,0.0,12.5,24
24027,1332,11,0,18,10.0,0,10,8,6,2,8,0.2,0.8,5.5,10
24028,92159,11,0,11,19.0,0,10,10,6,7,3,0.7,0.3,5.5,10
24029,155071,2,0,15,30.0,0,4,4,4,1,3,0.25,0.75,2.5,4
24030,41442,31,0,8,3.0,0,23,14,9,15,8,0.6521739130434783,0.34782608695652173,12.0,23
24031,9522,3,2,15,27.0,0,10,8,5,2,8,0.2,0.8,5.5,10
24032,67730,8,2,8,9.0,0,10,7,3,6,4,0.6,0.4,5.5,10
24033,148896,3,4,9,5.0,0,4,4,3,2,2,0.5,0.5,2.5,4
24034,124860,2,3,12,12.0,0,13,8,6,0,13,0.0,1.0,7.0,13
24035,102032,1,3,12,,1,6,5,4,0,6,0.0,1.0,3.5,6
24036,81504,19,5,15,30.0,0,2,2,2,1,1,0.5,0.5,1.5,2
24037,145321,8,2,16,13.0,0,12,9,5,11,1,0.9166666666666666,0.08333333333333333,6.5,12
24038,149865,17,6,21,3.0,0,15,9,6,15,0,1.0,0.0,8.0,15
24039,9945,11,5,16,1.0,0,4,4,4,1,3,0.25,0.75,2.5,4
24040,173705,20,1,9,20.0,0,6,6,2,6,0,1.0,0.0,3.5,6
24041,117388,63,0,14,2.0,0,2,2,2,2,0,1.0,0.0,1.5,2
24042,73604,19,3,17,15.0,0,9,9,5,8,1,0.8888888888888888,0.1111111111111111,5.0,9
24043,164258,1,4,7,,1,11,11,6,0,11,0.0,1.0,6.0,11
24044,193740,30,6,11,1.0,0,12,6,5,12,0,1.0,0.0,6.5,12
24045,13241,25,4,17,11.0,0,14,13,9,8,6,0.5714285714285714,0.42857142857142855,7.5,14
24046,87627,1,4,20,,1,5,4,4,0,5,0.0,1.0,3.0,5
24047,201440,5,0,19,25.0,0,6,4,2,2,4,0.3333333333333333,0.6666666666666666,3.5,6
24048,2258,38,6,14,14.0,0,34,15,6,28,6,0.8235294117647058,0.17647058823529413,17.5,34
24049,173855,4,0,6,28.0,0,16,10,6,11,5,0.6875,0.3125,8.5,16
24050,53543,39,6,14,5.0,0,2,2,1,2,0,1.0,0.0,1.5,2
24051,113618,7,0,13,10.0,0,7,6,4,7,0,1.0,0.0,4.0,7
24052,113144,58,0,19,6.0,0,25,7,4,25,0,1.0,0.0,13.0,25
24053,30605,13,0,15,0.0,0,8,7,4,8,0,1.0,0.0,4.5,8
24054,119687,37,5,12,3.0,0,10,8,4,7,3,0.7,0.3,5.5,10
24055,81438,6,0,15,4.0,0,4,3,2,1,3,0.25,0.75,2.5,4
24056,98092,1,1,10,,1,5,4,2,0,5,0.0,1.0,3.0,5
24057,52797,6,0,19,6.0,0,11,8,7,6,5,0.5454545454545454,0.45454545454545453,6.0,11
24058,185318,41,2,16,12.0,0,13,6,4,12,1,0.9230769230769231,0.07692307692307693,7.0,13
24059,143089,16,1,11,5.0,0,7,6,3,2,5,0.2857142857142857,0.7142857142857143,4.0,7
24060,46348,13,2,9,18.0,0,4,4,4,4,0,1.0,0.0,2.5,4
24061,1866,43,6,9,3.0,0,6,6,4,6,0,1.0,0.0,3.5,6
24062,123676,1,0,13,,1,13,10,5,0,13,0.0,1.0,7.0,13
24063,166072,1,0,16,,1,5,5,4,0,5,0.0,1.0,3.0,5
24064,84195,22,1,10,29.0,0,4,3,2,4,0,1.0,0.0,2.5,4
24065,68449,2,0,13,14.0,0,11,8,5,1,10,0.09090909090909091,0.9090909090909091,6.0,11
24066,54984,3,0,15,9.0,0,21,18,10,14,7,0.6666666666666666,0.3333333333333333,11.0,21
24067,41186,44,2,8,6.0,0,31,18,8,25,6,0.8064516129032258,0.1935483870967742,16.0,31
24068,59563,7,2,11,9.0,0,1,1,1,1,0,1.0,0.0,1.0,1
24069,6064,2,0,12,10.0,0,18,12,7,4,14,0.2222222222222222,0.7777777777777778,9.5,18
24070,19754,1,4,12,,1,9,9,6,0,9,0.0,1.0,5.0,9
24071,117784,15,0,10,8.0,0,12,10,6,8,4,0.6666666666666666,0.3333333333333333,6.5,12
24072,143164,6,6,8,29.0,0,23,14,7,15,8,0.6521739130434783,0.34782608695652173,12.0,23
24073,185317,6,0,12,8.0,0,6,4,4,4,2,0.6666666666666666,0.3333333333333333,3.5,6
24074,168274,27,1,10,6.0,0,12,10,6,6,6,0.5,0.5,6.5,12
24075,83851,9,6,9,8.0,0,9,9,5,6,3,0.6666666666666666,0.3333333333333333,5.0,9
24076,5900,18,6,13,6.0,0,9,8,7,7,2,0.7777777777777778,0.2222222222222222,5.0,9
24077,61841,1,6,17,,1,6,5,5,0,6,0.0,1.0,3.5,6
24078,58157,21,0,13,1.0,0,1,1,1,1,0,1.0,0.0,1.0,1
24079,62608,4,1,16,30.0,0,10,9,5,6,4,0.6,0.4,5.5,10
24080,130991,1,5,9,,1,1,1,1,0,1,0.0,1.0,1.0,1
24081,193010,3,0,14,30.0,0,5,5,5,1,4,0.2,0.8,3.0,5
24082,146362,10,0,17,16.0,0,23,14,9,17,6,0.7391304347826086,0.2608695652173913,12.0,23
24083,105290,3,0,0,30.0,0,1,1,1,0,1,0.0,1.0,1.0,1
24084,95275,6,0,22,17.0,0,5,3,2,1,4,0.2,0.8,3.0,5
24085,63169,8,6,19,2.0,0,17,13,10,2,15,0.11764705882352941,0.8823529411764706,9.0,17
24086,39929,30,6,15,4.0,0,5,5,4,2,3,0.4,0.6,3.0,5
24087,88111,1,3,11,,1,5,2,2,0,5,0.0,1.0,3.0,5
24088,95839,12,0,11,21.0,0,5,4,3,4,1,0.8,0.2,3.0,5
24089,5465,2,1,20,19.0,0,27,15,10,4,23,0.14814814814814814,0.8518518518518519,14.0,27
24091,117392,30,1,15,6.0,0,9,7,3,7,2,0.7777777777777778,0.2222222222222222,5.0,9
24092,159872,13,4,14,3.0,0,3,3,3,2,1,0.6666666666666666,0.3333333333333333,2.0,3
24093,109477,4,2,17,23.0,0,12,7,5,6,6,0.5,0.5,6.5,12
24094,112736,25,5,15,5.0,0,11,9,8,10,1,0.9090909090909091,0.09090909090909091,6.0,11
24095,192532,1,4,11,,1,10,9,5,0,10,0.0,1.0,5.5,10
24096,183532,2,0,13,7.0,0,15,9,6,5,10,0.3333333333333333,0.6666666666666666,8.0,15
24097,99627,21,2,13,6.0,0,11,10,9,9,2,0.8181818181818182,0.18181818181818182,6.0,11
24098,63216,4,5,10,9.0,0,12,10,5,11,1,0.9166666666666666,0.08333333333333333,6.5,12
24099,142966,12,2,9,11.0,0,4,1,1,3,1,0.75,0.25,2.5,4
24100,174400,27,4,9,30.0,0,49,30,14,32,17,0.6530612244897959,0.3469387755102041,25.0,49
24101,155725,7,2,8,14.0,0,19,11,9,4,15,0.21052631578947367,0.7894736842105263,10.0,19
24102,159057,26,0,12,10.0,0,11,10,8,9,2,0.8181818181818182,0.18181818181818182,6.0,11
24103,165936,10,6,15,0.0,0,1,1,1,1,0,1.0,0.0,1.0,1
24104,23185,7,5,15,18.0,0,27,13,10,18,9,0.6666666666666666,0.3333333333333333,14.0,27
24105,109963,3,3,11,3.0,0,19,14,8,3,16,0.15789473684210525,0.8421052631578947,10.0,19
24106,74056,5,2,10,2.0,0,15,10,6,10,5,0.6666666666666666,0.3333333333333333,8.0,15
24107,186698,2,3,16,3.0,0,1,1,1,0,1,0.0,1.0,1.0,1
24108,115579,2,1,18,4.0,0,4,4,2,2,2,0.5,0.5,2.5,4
24109,2055,25,0,17,2.0,0,5,4,2,5,0,1.0,0.0,3.0,5
24110,72831,5,2,18,21.0,0,3,2,2,2,1,0.6666666666666666,0.3333333333333333,2.0,3
24111,118898,6,4,9,30.0,0,1,1,1,0,1,0.0,1.0,1.0,1
24113,191781,7,0,15,19.0,0,8,8,6,2,6,0.25,0.75,4.5,8
24114,69043,2,1,15,6.0,0,14,12,7,7,7,0.5,0.5,7.5,14
24115,191861,66,0,12,3.0,0,4,2,1,4,0,1.0,0.0,2.5,4
24116,172910,9,2,15,30.0,0,15,11,8,3,12,0.2,0.8,8.0,15
24117,14770,14,0,11,7.0,0,12,11,7,11,1,0.9166666666666666,0.08333333333333333,6.5,12
24118,136396,8,0,13,30.0,0,12,10,9,5,7,0.4166666666666667,0.5833333333333334,6.5,12
24119,35657,6,4,13,3.0,0,2,2,2,2,0,1.0,0.0,1.5,2
24120,202035,12,5,8,26.0,0,18,12,6,13,5,0.7222222222222222,0.2777777777777778,9.5,18
24121,43160,14,3,9,5.0,0,13,13,9,6,7,0.46153846153846156,0.5384615384615384,7.0,13
24122,126154,2,2,18,9.0,0,12,8,5,2,10,0.16666666666666666,0.8333333333333334,6.5,12
24123,58430,5,6,17,6.0,0,14,11,8,6,8,0.42857142857142855,0.5714285714285714,7.5,14
24124,157026,52,6,14,3.0,0,7,4,4,2,5,0.2857142857142857,0.7142857142857143,4.0,7
24125,80929,5,0,14,6.0,0,11,11,7,8,3,0.7272727272727273,0.2727272727272727,6.0,11
